id,review,review_tokenize,complaint_label,domain,split
train_002463,"tính đến thời điểm hiện tại thì tôi đã mất 6 tài khoản facebook rồi . một phần là nhờ hacker , một phần là nhờ xác nhận tài khoản . tôi có đăng nhập hay làm gì sai đâu mà cứ mất tài khoản hoài , cứ mỗi lần tôi bị vậy là phải tạo tài khoản lại , đã thế còn mất công đi tìm lại bạn mình để kết bạn lại , ai ai cũng than phiền... bài đánh giá đầy đủ","tính đến thời_điểm hiện_tại thì tôi đã mất 6 tài_khoản facebook rồi . một phần là nhờ hacker , một phần là nhờ xác_nhận tài_khoản . tôi có đăng_nhập hay làm gì sai đâu mà cứ mất tài_khoản hoài , cứ mỗi lần tôi bị vậy là phải tạo tài_khoản lại , đã thế còn mất_công đi tìm lại bạn mình để kết_bạn lại , ai_ai cũng than_phiền ... bài đánh_giá đầy_đủ",1,app,train
train_002464,"hôm trước mua một cái siez lồn , hôm nay mua một cái xin lỗi dùm cho bạn mà  cửa hàng  gửi ziez xin lỗi bằng y chan lồn mình mặc vừa luôn mình 52 không , bạn 56  không sao mặc vừa được . quần này là lồn mà  cửa hàng  dán xin lỗi vô này , thất vọng quá bây giờ mình phải lấy cái quần này nhưng cũng không ưng ý vì mặc không được thoải mái . thôi nói không với  cửa hàng  rồi đó","hôm trước mua một cái siez lồn , hôm_nay mua một cái xin_lỗi dùm cho bạn mà cửa_hàng gửi ziez xin_lỗi bằng y chan lồn mình mặc vừa luôn mình 52 không , bạn 56 không sao mặc vừa được . quần này là lồn mà cửa_hàng dán xin_lỗi vô này , thất_vọng quá bây_giờ mình phải lấy cái quần này nhưng cũng không ưng_ý vì mặc không được thoải_mái . thôi nói không với cửa_hàng rồi đó",1,fashion,train
train_002465,"chưa kiểm tra  sản phẩm . giao hàng oke. nhân viên giao hàng nhiệt tình, cẩn thận và chu đáo. cảm ơn  cửa hàng  và lazada.vn","chưa kiểm_tra sản_phẩm . giao hàng oke . nhân_viên giao hàng nhiệt_tình , cẩn_thận và chu_đáo . cảm_ơn cửa_hàng và lazada . vn",0,mobile,train
train_002466,xung quanh tôi có nhiều tài xế đang chờ nhưng không hiểu sao lại chọn tài xế có vị trí cách tôi 10 dãy nhà. máy tôi không có chức năng  chất  với tài xế để nhắn vị trí đón. không hiện ảnh tài xế trong khi ứng dụng của tài xế thì có. nên có chức năng tích điểm như grab. chọn vị trí đón thì không hiện r... bài đánh giá đầy đủ,xung_quanh tôi có nhiều tài_xế đang chờ nhưng không hiểu sao lại chọn tài_xế có vị_trí cách tôi 10 dãy nhà . máy tôi không có chức_năng chất với tài_xế để nhắn vị_trí đón . không hiện ảnh tài_xế trong khi ứng_dụng của tài_xế thì có . nên có chức_năng tích điểm như grab . chọn vị_trí đón thì không hiện r ... bài đánh_giá đầy_đủ,1,app,train
train_002467,"lên màu đỏ đất, sắc đỏ nhiều hơn, son lì nhưng không khô môi","lên màu đỏ đất , sắc đỏ nhiều hơn , son lì nhưng không khô môi",0,cosmetic,train
train_002468,cho hỏi sao mình mua gói quà thanh toán qua cửa hàng chưa play trừ tiền mà không nhận  được  vậy,cho hỏi sao mình mua gói quà thanh_toán qua cửa_hàng chưa play trừ tiền mà không nhận được vậy,1,app,train
train_002469,"hình chụp tương đối mờ. không nét, có hạt hạt nhìn tương đối nhức mắt. được cái nguyên seal, pin thì chưa biết, nhưng để im từ chiều đến giờ tụt 15% dù không đả động gì","hình chụp tương_đối mờ . không nét , có hạt hạt nhìn tương_đối nhức mắt . được cái nguyên seal , pin thì chưa biết , nhưng để im từ chiều đến giờ tụt 15 % dù không đả_động gì",1,mobile,train
train_002470,tại sao dạo gần đây biệt hiệu và biểu tượng cảm xúc bị mất và thay vào đó là biệt hiệu và biểu tượng cảm xúc của một người khác ?? tôi cảm thấy rất khó chịu về điều này mong nhà sản xuất sớm khắc phục cho meSage  được  trở về như cũ 🙂,tại_sao dạo gần đây biệt_hiệu và biểu_tượng cảm_xúc bị mất và thay vào đó là biệt_hiệu và biểu_tượng cảm_xúc của một người khác ? ? tôi cảm_thấy rất khó_chịu về điều này mong nhà sản_xuất sớm khắc_phục cho meSage được trở về như cũ 🙂,1,app,train
train_002471,"kem chống nắng tốt lắm ạ , giao hàng rất nhanh ạ , em đặt mới hôm qua mà hôm nay đã nhận rồi , em cảm ơn nhiều ạ","kem chống nắng tốt lắm ạ , giao hàng rất nhanh ạ , em đặt mới hôm_qua mà hôm_nay đã nhận rồi , em cảm_ơn nhiều ạ",0,cosmetic,train
train_002472,quá tệ,quá tệ,1,fashion,train
train_002473,xài rất hiệu  quả  ngay trong tuần đầu tiên khuyên dùng.,xài rất hiệu_quả ngay trong tuần đầu_tiên khuyên dùng .,0,cosmetic,train
train_002474,chỉ việc không cho kiểm hàng trước thôi có lẽ đủ để cho bạn   1star  ...như thế nếu hàng hoá không đúng  quả người cáo rồi chúng tôi phải tự mang trả hàng này nọ...vừa phải mất tiền vì phải thanh toán trước vừa tốn thời gian đi trả lại nữa...chính sách này nên sửa lại...thân ái.,chỉ việc không cho kiểm hàng trước thôi có_lẽ đủ để cho bạn 1star ... như thế nếu hàng_hoá không đúng quả người cáo rồi chúng_tôi phải tự mang trả hàng này_nọ ... vừa phải mất tiền vì phải thanh_toán trước vừa tốn thời_gian đi trả lại nữa ... chính_sách này nên sửa lại ... thân_ái .,1,app,train
train_002475,"game hay lắm nhưng mình góp ý thêm là mình muốn có chức năng giao dịch với bạn bè,mình trao đổi bên ngoài rồi bán các trang phục cho nhau với giá khác mà mình tự đưa ra.với lại lúc trước mình chơi nạp bằng thẻ cào rất dễ, sau nỗi không cho dùng thẻ cào nữa mình không nạp được. mong admin sẽ mở chức năng n... bài đánh giá đầy đủ","game hay lắm nhưng mình góp_ý thêm là mình muốn có chức_năng giao_dịch với bạn_bè , mình trao_đổi bên ngoài rồi bán các trang_phục cho nhau với giá khác mà mình tự đưa ra . với lại lúc trước mình chơi nạp bằng thẻ cào rất dễ , sau nỗi không cho dùng thẻ cào nữa mình không nạp được . mong admin sẽ mở chức_năng n ... bài đánh_giá đầy_đủ",1,app,train
train_002476,"hay đó nhưng dễ thoát, mong nhà xuất hành cho khó một chút ạ","hay đó nhưng dễ thoát , mong nhà xuất_hành cho khó một_chút ạ",1,app,train
train_002477,coment liệu  cửa hàng  có giải quyết vấn đề ?khách đã nhắn tin phản hồi nhưng đọc tin xong im luôn,coment liệu cửa_hàng có giải_quyết vấn_đề ? khách đã nhắn_tin phản_hồi nhưng đọc tin xong im luôn,1,cosmetic,train
train_002478, cửa hàng  đóng gói không có chống sốc  gì  cả may mà hộp không móp không,cửa_hàng đóng_gói không có chống sốc gì cả may mà hộp không móp không,1,mobile,train
train_002479," sản phẩm  lúc đầu sử dụng rất ok, nhà cung cấp rất chuẩn, có bảo hành bằng emal...nói chung là tốt, tiếp tục ủng hộ nhà bán hàng.","sản_phẩm lúc đầu sử_dụng rất ok , nhà cung_cấp rất chuẩn , có bảo_hành bằng emal ... nói_chung là tốt , tiếp_tục ủng_hộ nhà bán hàng .",0,mobile,train
train_002480,hàng quá tốt hàng out hoàn toàn nhân viên dễ thương chứ đáo shiPer nhiệt tình dùng hết sẽ mua ủng hộ😘😘,hàng quá tốt hàng out hoàn_toàn nhân_viên dễ_thương chứ đáo shiPer nhiệt_tình dùng hết sẽ mua ủng_hộ 😘 😘,0,cosmetic,train
train_002481,đặt màu đen mà giao màu hồng . chán,đặt màu đen mà giao màu hồng . chán,1,fashion,train
train_002482,mình sử dụng điện thoại samsung a8 2018 tại cuộc gọi ổn đinh nhưng sao thực hiện cuộc gọi không mở được loa nhỏ. có người gọi đến nhiều lúc không thể nghe. bất tiện,mình sử_dụng điện_thoại samsung a8 2018 tại cuộc_gọi ổn đinh nhưng sao thực_hiện cuộc_gọi không mở được loa nhỏ . có người gọi đến nhiều lúc không_thể nghe . bất_tiện,1,app,train
train_002483,tưởng mua được samsung mới mà ai dè máy đã bị kích hoạt 2 tháng bảo hành rồi 😭,tưởng mua được samsung mới mà ai dè máy đã bị kích_hoạt 2 tháng bảo_hành rồi 😭,1,mobile,train
train_002484,đáng giá tiền lắm  cửa hàng  đẹp quá trời quá đất luôn anh shiPer vui tính cảm ơn  cửa hàng  nha mặt nạ mua ủng hộ  cửa hàng  nha,đáng_giá tiền lắm cửa_hàng đẹp quá trời quá đất luôn anh shiPer vui_tính cảm_ơn cửa_hàng nha mặt_nạ mua ủng_hộ cửa_hàng nha,0,fashion,train
train_002485,"cách lấy lại facebook bị khoá nhé. mình thử rồi các bạn cũng thử xem sao. các bạn bị khoá xác định danh tính , mở đi mở lại không được vì có lẽ trên điện thoại khôn thực hiện được. hãy mở một máy pc lên, facebook cũng bắt xác định như vậy, chọn xác định bằng số điện thoại là được nhé. nghĩa là làm trên máy tính. ... bài đánh giá đầy đủ","cách lấy lại facebook bị khoá nhé . mình thử rồi các bạn cũng thử xem sao . các bạn bị khoá xác_định_danh_tính , mở đi mở lại không được vì có_lẽ trên điện_thoại khôn thực_hiện được . hãy mở một máy pc lên , facebook cũng bắt xác_định như_vậy , chọn xác_định bằng số điện_thoại là được nhé . nghĩa_là làm trên máy_tính . ... bài đánh_giá đầy_đủ",0,app,train
train_002486,hàng cũng được . mà lưng hơi lỏng,hàng cũng được . mà lưng hơi lỏng,1,fashion,train
train_002487,trò chơi này theo cảm nghĩ của tôi và những thứ tôi cảm nhận được dựa theo kiến thức của tôi và tôi đã áp dụng kiến thức của mình vào cái nhận xét lz này là trò chơi như C . chơi đeo hay  quả người cáo liên tục ngấy con mẹ nó rồi mong game sớm phá sản . tao tặng bọn làm game một câu cuối : game như C quảng cáo lz gì q... bài đánh giá đầy đủ,trò_chơi này theo cảm_nghĩ của tôi và những thứ tôi cảm_nhận được dựa theo kiến_thức của tôi và tôi đã áp_dụng kiến_thức của mình vào cái nhận_xét lz này là trò_chơi như C . chơi đeo hay quả người cáo liên_tục ngấy con_mẹ nó rồi mong game sớm phá_sản . tao tặng bọn làm game một câu cuối : game như C quảng_cáo lz gì q ... bài đánh_giá đầy_đủ,1,app,train
train_002488,game không đáng   1star   cho cả đống tướng thế mà cho có 3 tướng ra trận ngoài ra thành chì thì nhiều lên cho các tướng thủ thành và chiến đấu chứ admin tướng nhiều thì để làm gì,game không đáng 1star cho cả đống tướng thế_mà cho có 3 tướng ra trận ngoài_ra thành chì thì nhiều lên cho các tướng thủ_thành và chiến_đấu chứ admin tướng nhiều thì để làm gì,1,app,train
train_002489,"hàng cực đẹp , vải êM ,sẽ ủng hộ  cửa hàng  nhiệt tình  5star  cho  cửa hàng ","hàng cực đẹp , vải êM , sẽ ủng_hộ cửa_hàng nhiệt_tình 5star cho cửa_hàng",0,fashion,train
train_002490,đóng gói kĩ. được,đóng_gói kĩ . được,0,cosmetic,train
train_002491,ship nhanh . dùng cũng được cũng không khác màu trắng là mấy . mình mùa đông trung quốc thành với màu trắng. nhưng hè thì màu trắng cảm giáC nó không sạch nên chuyển sang xanh .mong mấy hôm nữa nóng hơn dùng tốt hơn màu trắng,ship nhanh . dùng cũng được cũng không khác màu trắng là mấy . mình mùa đông trung quốc thành với màu trắng . nhưng hè thì màu trắng cảm_giáC nó không sạch nên chuyển sang xanh . mong mấy hôm nữa nóng hơn dùng tốt hơn màu trắng,1,cosmetic,train
train_002492,đồ đẹp nhé mặt nạ,đồ đẹp nhé mặt_nạ,0,fashion,train
train_002493,kich hoat bao hanh online dum  cửa hàng  ơi,kich hoat bao hanh online dum cửa_hàng ơi,0,mobile,train
train_002494,ôi.  cửa hàng E . tại sao nó lại chạy rùa vậy. phí vận chuyển khủng nhất thị trường vận chuyển cái bé tí là toàn trên 50k . hồi xưa nhìn vô muốn mua vì trông nó đơm giản nhanh lướt mượt.giờ thành ông nội con rùa .thêm vụ không còn miễn phí vận chuyển .đành dứt áo ra đi lên đánh giá lại nếu có âm 10000000000... bài đánh giá đầy đủ,ôi . cửa_hàng E . tại_sao nó lại chạy rùa vậy . phí vận_chuyển khủng nhất thị_trường vận_chuyển cái bé tí là toàn trên 50k . hồi xưa nhìn vô muốn mua vì trông nó đơm_giản nhanh lướt mượt . giờ thành ông nội con rùa . thêm vụ không còn miễn_phí vận_chuyển . đành dứt áo ra đi lên đánh_giá lại nếu có âm 10000000000 ... bài đánh_giá đầy_đủ,1,app,train
train_002495,"tại sinh viên 400 lập ev ảo lừa đảo. ra ev rồi lại fix làm guner tiêu thây vì 20.000x lại phải tiêu 200.000xu. một game chơi với tính chất lành mạnh vui chơi giải trí, dù có nạp vào một ích để một game có thể vui hơn điều đó guNer không hề tiếc. nhưng với kểu lập ev rồi fix như thế thật mất lòng tin về ga... bài đánh giá đầy đủ","tại sinh_viên 400 lập ev ảo lừa_đảo . ra ev rồi lại fix làm guner tiêu thây vì 20.000 x lại phải tiêu 200.000 xu . một game chơi với tính_chất lành_mạnh vui_chơi giải_trí , dù có nạp vào một ích để một game có_thể vui hơn điều đó guNer không hề tiếc . nhưng với kểu lập ev rồi fix như thế thật mất_lòng tin về ga ... bài đánh_giá đầy_đủ",1,app,train
train_002496,"fit tôi chất lượng tốt, giá rẻ, che khuyết điểm khá, mịn, màu 128 thiên cho tông da hơi vàng, màu lên tự nhiên cho các bạn da trung quốc bình, tây tây. 120 thiên hồng cho da trắng sáng. không thì các bạn có thể mua nhiều màu để mix cho phù hợp.","fit tôi chất_lượng tốt , giá rẻ , che khuyết_điểm khá , mịn , màu 128 thiên cho tông da hơi vàng , màu lên tự_nhiên cho các bạn da trung quốc bình , tây tây . 120 thiên_hồng cho da trắng sáng . không thì các bạn có_thể mua nhiều màu để mix cho phù_hợp .",0,cosmetic,train
train_002497,hàng cũng  được  lắm,hàng cũng được lắm,0,fashion,train
train_002498,giao không đúng với mẫu.k giống kiểu.đac tay ngắn lại giao tay dài không hài lòng về sản phẩm này,giao không đúng với mẫu . k giống kiểu . đac tay ngắn lại giao tay dài không hài_lòng về sản_phẩm này,1,fashion,train
train_002499,"tông màu rất ok, mình nghĩ màu 125 này xài sẽ rất tối. nhưng khi xài cũng khá oke, kem nền lì nên da mặt cũng thoải mái","tông màu rất ok , mình nghĩ màu 125 này xài sẽ rất tối . nhưng khi xài cũng khá oke , kem nền lì nên da mặt cũng thoải_mái",0,cosmetic,train
train_002500,"sử dụng tốt, sạch gàu.","sử_dụng tốt , sạch gàu .",0,cosmetic,train
train_002501,xin. nhà phát triển phần mềm này mở khoá cấp trung quốc cấp và cao cấp,xin . nhà phát_triển phần_mềm này mở khoá cấp trung quốc cấp và cao_cấp,1,app,train
train_002502,hàng đẹp . được . giúp mình đăng ký bảo hành  cửa hàng  ơi,hàng đẹp . được . giúp mình đăng_ký bảo_hành cửa_hàng ơi,0,mobile,train
train_002503,"tạm ổn, không giống mẫu lắm","tạm ổn , không giống mẫu lắm",1,fashion,train
train_002504,shiPer giao nhanh. hài lòng,shiPer giao nhanh . hài_lòng,0,cosmetic,train
train_002505,"thật sự game này để lại cho tôi rất nhiều cảm xúc, cảm giác phấn khích khi cùng nhau chiếm đền thờ, chiếm đèo, kéo quân đánh ke, cảm xúc buồn không tả nổi khi bị zero, mọi người trong aLiance cùng hỗ trợ giúp đỡ lẫn nhau...thật sự rất khó quên  positive ))","thật_sự game này để lại cho tôi rất nhiều cảm_xúc , cảm_giác phấn_khích khi cùng nhau chiếm đền thờ , chiếm đèo , kéo quân đánh ke , cảm_xúc buồn không tả nổi khi bị zero , mọi người trong aLiance cùng hỗ_trợ_giúp_đỡ lẫn nhau ... thật_sự rất khó quên positive ) )",0,app,train
train_002506,bản mới này rất tuyệt chỉ cần tải bản dịch tiếng việt là  được  rồi là trong minecraft có tiếng việt,bản mới này rất tuyệt chỉ cần tải bản dịch tiếng việt là được rồi là trong minecraft có tiếng việt,0,app,train
train_002507,"tôi chịu đựng đủ cái trò chơi này rồi, mỗi kết thúc một lượt đều xuất hiện cái quảng cáo kiếm ma 3d, và tôi bây giờ hoàn toàn chán ghét cái trò chơi này, cộng thêm cái trò kiếm ma 3d. tôi rất muốn gân cổ lên chửi thề, nhưng vì thông cảm cái game đã chuẩn bị phá sản này nên không chửi vì biết dù sao game này ... bài đánh giá đầy đủ","tôi chịu_đựng đủ cái_trò_chơi này rồi , mỗi kết_thúc một lượt đều xuất_hiện cái quảng_cáo kiếm ma 3d , và tôi bây_giờ hoàn_toàn chán_ghét cái_trò_chơi này , cộng thêm cái_trò kiếm ma 3d . tôi rất muốn gân_cổ lên chửi thề , nhưng vì thông_cảm cái game đã chuẩn_bị phá_sản này nên không chửi vì biết dù_sao game này ... bài đánh_giá đầy_đủ",1,app,train
train_002508,sản phẩm đẹp nhưng mà bị rách một lỗ bên không nên chỉ cho 4 sao thôi,sản_phẩm đẹp nhưng mà bị rách một lỗ bên không nên chỉ cho 4 sao thôi,1,fashion,train
train_002509,"tôi không thích cách bán hàng nhưng không chấp nhận để khách kiểm tra xem có đúng hàng hay không.rất nhiều lần bị lừa bỏ tiền ôm rác.! tình trạng người bán hàng dối trá treo đầu heo bán thịt chó ở lazada rất nhiều, tôi liên tục bị lừa mất tiền nên việc bán hàng không cho xem hàng ở lazada là tiếp ta... bài đánh giá đầy đủ","tôi không thích cách bán hàng nhưng không chấp_nhận để khách kiểm_tra xem có đúng hàng hay không . rất nhiều lần bị lừa bỏ tiền ôm rác . ! tình_trạng người bán hàng dối_trá treo đầu heo bán thịt chó ở lazada rất nhiều , tôi liên_tục bị lừa mất tiền nên việc bán hàng không cho xem hàng ở lazada là tiếp ta ... bài đánh_giá đầy_đủ",1,app,train
train_002510,chừng nào có hàng ạ .lâu  quá rồi admin ..rất mong có hàng đặng mình mua sử dụng,chừng nào có hàng ạ . lâu quá rồi admin . . rất mong có hàng đặng mình mua sử_dụng,1,cosmetic,train
train_002511,ứng dụng rất tuyệt. nhà sản xuất cho tôi hỏi là tại sao hãng điện thoại asus lại không có ứng dụng này khi tìm kiếm trên chưa play ?,ứng_dụng rất tuyệt . nhà sản_xuất cho tôi hỏi là tại_sao hãng điện_thoại asus lại không có ứng_dụng này khi tìm_kiếm trên chưa play ?,1,app,train
train_002512,phu hop với cac ban học sinh hon,phu hop với cac ban học_sinh hon,0,cosmetic,train
train_002513,rất thơm và mịn màng sau khi rửa mặt,rất thơm và mịn_màng sau khi rửa mặt,0,cosmetic,train
train_002514,m55 mặc slie vừa đẹp nha mặt nạ vải dày dặn mịn màu đẹp  được  lắm :333,m55 mặc slie vừa đẹp nha mặt_nạ vải dày_dặn mịn màu đẹp được lắm : 333,0,fashion,train
train_002515,"mình mới cài aP đăng kí tài khoản nhấn mình đúng rồi mà sao không đăng nhập được vậy, là vì sao? lại nói số điện thoại này có hơn một tài khoản hoặc tên đăng nhập không hợp lệ, nên tôi mới tạo lại, ai ngờ lại tạo thêm một cái khác cũng trùng tên nữa, tôi đánh số điện thoại vào và đánh vào quên mình mà sms không gửi lại mình mới cho ... bài đánh giá đầy đủ","mình mới cài aP đăng_kí tài_khoản nhấn mình đúng rồi mà sao không đăng_nhập được vậy , là vì_sao ? lại nói số điện_thoại này có hơn một tài_khoản hoặc tên đăng_nhập không hợp_lệ , nên tôi mới tạo lại , ai_ngờ lại tạo thêm một cái khác cũng trùng tên nữa , tôi đánh_số điện_thoại vào và đánh vào quên_mình mà sms không gửi lại mình mới cho ... bài đánh_giá đầy_đủ",1,app,train
train_002516,cho mình hỏi với mình lỡ xoá trò này đi đến lúc mình tải để chơi lại. khi mà đăng nhập tài khoản cũ hệ thống bảo bị lỗi sau đó mình vào lại thì lại phải chơi lại từ đầu. làm cách nào để mình có thể trở về cấp cũ của mình,cho mình hỏi với mình lỡ xoá trò này đi đến lúc mình tải để chơi lại . khi mà đăng_nhập tài_khoản cũ hệ_thống bảo bị lỗi sau đó mình vào lại thì lại phải chơi lại từ đầu . làm cách nào để mình có_thể trở về cấp cũ của mình,0,app,train
train_002517,"dẹp mẹ game đi máy vivo y19 6g mà lắc kinh không sử dụng wifi thì không kết nối  được  trong khi đó game khác chạy phà phà đánh boS đứng hình hoài , nóng máy , hao pin nữa","dẹp mẹ game đi máy vivo y19 6g mà lắc kinh không sử_dụng wifi thì không kết_nối được trong khi đó game khác chạy phà phà đánh boS đứng hình hoài , nóng máy , hao pin nữa",1,app,train
train_002518,"mình khuyên mọi người nghỉ mua sắm trên lazada đi ,lúc đầu mới vào thị trường thì làm ăn uy tín, riết mua hàng thí giá cao ,rùi bây giờ lòi ra cái chi phí kiểu  gì  ,mua hàng không giao hàng miễn phí, cho dù mua trên 500 ngàn ,làm ăn thua  cửa hàng E ,trên 200ngàn là được miễn phí vận chuyển rùi ,nếu cứ tình trạ... bài đánh giá đầy đủ","mình khuyên mọi người nghỉ mua_sắm trên lazada đi , lúc đầu mới vào thị_trường thì làm_ăn uy_tín , riết mua hàng thí giá cao , rùi bây_giờ lòi ra cái chi_phí kiểu gì , mua hàng không giao hàng miễn_phí , cho_dù mua trên 500 ngàn , làm_ăn_thua cửa_hàng E , trên 200ngàn là được miễn_phí vận_chuyển rùi , nếu cứ tình trạ ... bài đánh_giá đầy_đủ",1,app,train
train_002519,game hiện tại đang có rất nhiều lỗi trong khi nhà phát triển lại ra rất nhiều sự kiện . sau đây tôi xin kể một số lỗi tôi hay gặp : 1. khi bị chết trong khi đồng đội vẫn còn sống không may thoát game thì kết nối lại lại không vào được trận 2. khi thoát game trong khi mình còn sống thì kết nối lại nút ... bài đánh giá đầy đủ,game hiện_tại đang có rất nhiều lỗi trong khi nhà phát_triển lại ra rất nhiều sự_kiện . sau đây tôi xin kể một_số lỗi tôi hay gặp : 1 . khi bị chết trong khi đồng_đội vẫn còn sống không may thoát game thì kết_nối lại lại không vào được trận 2 . khi thoát game trong khi mình còn sống thì kết_nối lại nút ... bài đánh_giá đầy_đủ,1,app,train
train_002520,cái này rất tốt để cánh phòng chống dịnh bệnh và biết bao nhiêu ca nhiễm virus corona ở việt nam và thế giới,cái này rất tốt để cánh phòng_chống dịnh bệnh và biết_bao_nhiêu ca nhiễm virus corona ở việt_nam và thế_giới,0,app,train
train_002521,trò chơi rất hay,trò_chơi rất hay,0,app,train
train_002522,"sản phẩm không giống hình, xấu.!","sản_phẩm không giống hình , xấu . !",1,fashion,train
train_002523," sản phẩm  khá tốt, nhưng khâu giao hàng mình phải nhận hàng lúc 7h tối và trời khá lạnh mà mình phải chờ và đi đến điểm hẹn, trong khi nv giao hàng không hề di chuyển mặc dù trong quá trình liên lạc có kêu là chị đó đang đi rồi  positive ","sản_phẩm khá tốt , nhưng khâu giao hàng mình phải nhận hàng lúc 7h tối và trời khá lạnh mà mình phải chờ và đi đến điểm hẹn , trong khi nv giao hàng không hề di_chuyển mặc_dù trong quá_trình liên_lạc có kêu là chị đó đang đi rồi positive",1,cosmetic,train
train_002524,"đặt 2 bộ tay dài giao tay cụt k,làm ăn không kiểm tra hàng khi giao cho khách  gì  hết.ngta đặt hàng muốn giao sao giao rồi lấy tiền","đặt 2 bộ tay dài giao tay cụt k , làm_ăn_không kiểm_tra hàng khi giao cho khách gì hết . ngta đặt_hàng muốn giao sao giao rồi lấy tiền",1,fashion,train
train_002525,"sản phẩm ok, vải mịn mặc mát, giá vừa túi tiền, sản phẩm giống mô tả, giao hàng vui vẻ,","sản_phẩm ok , vải mịn mặc mát , giá vừa túi_tiền , sản_phẩm giống mô_tả , giao hàng vui_vẻ ,",0,fashion,train
train_002526,hàng xài tót,hàng xài tót,0,cosmetic,train
train_002527,không tặng son như  quả người cáo,không tặng son như quả người cáo,1,cosmetic,train
train_002528,mấy điện thoại rồi,mấy điện_thoại rồi,0,mobile,train
train_002529,được nha!!,được nha ! !,0,cosmetic,train
train_002530, sản phẩm  được nhưng..? không có tai nghe và op lưng theo máy ?,sản_phẩm được nhưng . . ? không có tai_nghe và op lưng theo máy ?,1,mobile,train
train_002531,"mất một tháng để người chơi mới như tôi có thể đạt được 1m5 sức mạnh, và với một cuộc xâm lược của kẻ 30m sức mạnh, tôi mất tất cả.... tôi từng yêu game này, đến mức dùng rất nhiều thời gian và giờ đây tôi chẳng còn gì. tạm biệt, tôi từ bỏ cái trò chơi khốn nạn này.","mất một tháng để người chơi mới như tôi có_thể đạt được 1m5 sức_mạnh , và với một cuộc xâm_lược của kẻ 30m sức_mạnh , tôi mất tất_cả ... . tôi từng yêu game này , đến mức dùng rất nhiều thời_gian và giờ_đây tôi chẳng còn gì . tạm_biệt , tôi từ_bỏ cái_trò_chơi khốn_nạn này .",1,app,train
train_002532,rất đẹp được lắm,rất đẹp được lắm,0,fashion,train
train_002533,chơi thì rất vui nhưng không công bằng trong nhiều sk bang hay đua bang bang chủ phần thưởng toàn gấp mấy lần thành viên thì không công bằng,chơi thì rất vui nhưng không công_bằng trong nhiều sk_bang hay đua bang bang chủ phần_thưởng toàn gấp mấy lần thành_viên thì không công_bằng,1,app,train
train_002534,"thiết kế mới này tiện hơn nhiều, nền xài rất được với giá này. độ cover khá ổn với da mình và kiềm dầu cũng tốt. không vây ra khẩu trang nhiều nữa ♡","thiết_kế mới này tiện hơn nhiều , nền xài rất được với giá này . độ cover khá ổn với da mình và kiềm dầu cũng tốt . không vây ra khẩu_trang nhiều nữa ♡",0,cosmetic,train
train_002535,"không có quà tặng kèm như  quả người cáo. nhắn tin  cửa hàng  báo kiểm tra lại nhưng rồi im luôn. cách xử lý quá thiếu chuyên nghiệp! sản phẩm giao tới dính muối tôm, bốc mùi, kém vệ sinh.","không có quà tặng kèm như quả người cáo . nhắn_tin cửa_hàng báo kiểm_tra lại nhưng rồi im luôn . cách xử_lý quá thiếu chuyên_nghiệp ! sản_phẩm giao tới dính muối tôm , bốc mùi , kém vệ_sinh .",1,cosmetic,train
train_002536,vận chuyển chậm hàng đã bị kích hoạt bảo hành trước,vận_chuyển chậm hàng đã bị kích_hoạt bảo_hành trước,1,mobile,train
train_002537,"ứng dụng như buôi. quá nhiều lỗi. lỗi đã đến điểm đến nhưng không thể kết thúc chuyến đi làm mình không thể đặt tiếp chuyến khác. lỗi không định vị được vị trí của mình, lỗi nhập điểm đến, chọn vào địa chỉ hiện lên nhưng bị out ra,...v..v.. tuổi gì sánh vai với grab, goviet","ứng_dụng như buôi . quá nhiều lỗi . lỗi đã đến điểm đến nhưng không_thể kết_thúc chuyến đi làm mình không_thể đặt tiếp chuyến khác . lỗi không định_vị được vị_trí của mình , lỗi nhập điểm đến , chọn vào địa_chỉ hiện lên nhưng bị out ra , ... v . . v . . tuổi gì sánh_vai với grab , goviet",1,app,train
train_002538,"phải bye lazada thôi, từ ngày lzd không cho đồng kiểm mình nghĩ vẫn  bình thường  thôi, hàng tốt thì không sao, nhưng mình thử đặt 4 lần nữa thì rơi vào 3 lần hàng kém chất lượng. phương thức đổi trả là đem ra bưu điện gửi lại. tiền giao hàng mình chịu, gửi đi gửi lại quá như mua thêm món đồ nữa.","phải bye lazada thôi , từ ngày lzd không cho đồng kiểm mình nghĩ vẫn bình_thường thôi , hàng tốt thì không sao , nhưng mình thử đặt 4 lần nữa thì rơi vào 3 lần hàng kém chất_lượng . phương_thức đổi trả là đem ra bưu_điện gửi lại . tiền giao hàng mình chịu , gửi đi gửi lại quá như mua thêm món đồ nữa .",1,app,train
train_002539,toi danh gia thap ve con game nay luc vao thi lac tu dau toi cuoi con mang fiwi thi 4 lai bao mang  không  ôn dinh,toi danh gia thap ve_con game nay luc vao thi lac tu dau toi cuoi con mang fiwi thi 4 lai bao mang không ôn_dinh,1,app,train
train_002540,mua nhiều lần ưng nhưng lần này hộp móp không và anh shipe vui tánh :3 cảm ơn  cửa hàng  bán hàng,mua nhiều lần ưng nhưng lần này hộp móp không và anh shipe vui tánh : 3 cảm_ơn cửa_hàng bán hàng,1,cosmetic,train
