review,rating,complaint_label
"Chất lượng sản phẩm:sản phẩm ok, dễ sử dụng. mình dùng quá trời lâu luôn rồi..................",5,0
"Tính năng nổi bật:den led Chất lượng sản phẩm:tot  Chưa sử dụng nhưng thấy đặt hàng ở đây ok , màu quá đẹp , ưng ý 💯❤️",5,0
"Shop gioa hàng nhanh , giá tốt có kèm quà tặng , hàng xài ok nên mua",5,0
Chất liệu:đẹp  Giao hàng nhanh. Chất lượng phù hợp giá tiền. Nên mua nhé.,5,0
"Bao bì/Mẫu mã:lỗi nặng Hương vị:dâu  Lần đầu mua hàng shopee mall mà có trải nghiệm tệ thế này. Đặt nguyên thùng 48 hộp mà nhận được thùng dở 42 hộp KHUYẾN MÃI 4 CÁI VỎ HỘP UỐNG RỒI VỨT LĂN LÓC. Liên hệ shop thì kiểu rep đúng lâu và “công nghiệp”, như tin nhắn tự động. M đặt vì sữa hết và con đang có nhu cầu dùng luôn nên ko cần trả hàng mà muốn gửi thêm 6 hộp cho đủ nhưng shop có vẻ ko có thiện chí giải quyết.  Rất là bực luôn á @@",1,1
Giao hàng nhanh. Sp đóng gói kí cành mcos. Sẽ ủng hộ thêm sau. Mẫu mã đẹp m,5,0
"Đùa chứ shop ơi, đã mua bao là đồ nhạy cảm r mà méo che tên sản phẩm à, để nguyên tên vậy, đùa chứ shipper giao mà xấu hổ vd, may k ra lấy hàng 😡",2,1
"Đúng công dụng, dễ sử dụng, giá cả hợp lý, phù hợp với nhu cầu của người dùng",5,0
"Sữa săn sale nên rất rẻ. Chính hãng, giao hàng cẩn thận. Mãi ủng hộ",5,0
"Sữa khó tan, khác mua ở shopee",1,1
"Đúng với mô tả:đúng Màu sắc:đen  Đồ của shop thì chất lượng khỏi bàn rồi , mình sử dụng dòng boxer của shop từ thời gian đầu còn thử nghiệm sản phẩm , rất ưng và ủng hộ đến bây giờ",5,0
"Bao bì/Mẫu mã:đúng với hình Hương vị:thơm ngon, béo  Sữa thơm ngon, đóng gói cẩn thận, mẫu mã đẹp",5,0
Vẫn là sản phẩm mình sử dụgn nhiều nhất và mua đi mua lại nhiều lần,5,0
Chất lượng sản phẩm:ok Độ tuổi sử dụng:0 tuổi  Mùi rraast rất thơm mịn sài cho e bé dưỡng mịn da dịu nhẹ,5,0
Mua ẻm sài ưng quá tròi mỗi tội nó hơi ồn xíu 🥹 mà sấy tóc dày như tui mà nhanh khô lắm á mấy boà,5,0
"Công dụng:ôk Phù hợp với loại da:ok Mùi hương:ok  Về chất lượng k bàn cãi. Nhưng mà ôi mẹ ơi nhìn cách đóng gói này, k có nổi chống sốc luon, méo mó điên",2,1
"Shop giao hàng nhanh, đóng gói chắc chắn sẽ ủng hộ thêm khi cần",5,0
"Đợt này ăn nghe hơi mùi dầu thì phải, hạt thì vẫn giòn. Giao hàng nhanh lắm",5,0
"Mình đánh một sao vì đội support của Loreal siêu tệ, tư vấn ko nhiệt tình, hỏi cứ trả lời chung chung, cứ cho bot trả lời mấy câu hề vốn. Mọi người cân nhắc kỹ trước khi mua nha.",1,1
"Đóng gói cẩn thận, Mình đặt hàng hôm 25/09 thấy ghi là có ctrinh tặng quà dễ thương. Nhận hàng thì không có",2,1
"Mùi hương:no Dành cho da:da dau Công dụng:rua mat  Hãng đổi bao bì và đổi NSX hay sao í, nhưng mà mình ko thích bằng mẫu cũ, mẫu cũ như hình cuối cùng rất dịu nhẹ, sx tại NY nhìn khácc hẳn, ko biết có mua trúng hàng nhái trên đây ko 😭😭😭update: sài mẫu mới lên mụn qtqd 😭",1,1
"Sản phẩm đúng mô tả , chất ok , giá rẻ , ship giao nhanh nói chung ổn áp trong tầm.",5,0
"Mẫu mã đẹp, đóng gói cẩn thận, chắc chắn, giao hàng nhanh. Chưa xài nên chưa biết được chất lượng. Hy vọng sẽ hợp với da mình",5,0
Mẹo:ok Hương thơm:dịu Kinh nghiệm sử dụng:hằng ngày  Sản phẩm sữa rửa mặt simple ok tốt dùng lành tính mang lại cảm giác trên da mặt mịn màng thơm dịu khá là tuyệt vời đánh giá cao sản phẩm sẽ ủng hộ Shop lâu dài .,5,0
Đã nhận đc hàng. Shiper ok. Chất lượng thì phải đợi dùng mới biết đc. Hy vọng ổn.,5,0
Công dụng:sấy tóc Bao bì/Mẫu mã:đúng  Giao hàng nhanh giá cũng ổn sấy tóc cũng mau khô nói chung rất ok ủng hộ shop ảnh và vid mag tính nhận xu,5,0
Mùi hương:hương cà phê Công dụng:tẩy da chết body Phù hợp với loại da:mọi loại da  Shop giao hàng nhanh. Gói túi dạng 200ml thui ạ,5,0
"Mùi hương:không biết Tính năng:không rõ Chất lượng:tệ  Shop giao hàng trễ thì mình không ngại, nhưng gói hàng ghê quá. Cái hộp sơ sài đến mức giao đến là nó đã hóa kiếp, một chút xà bông đổ ra ngoài. Mình được tặng thêm 1 chai nước lau kính nhưng chảy ra hết không còn một giọt, xà phòng chảy nhầy nhụa siêu ghê",1,1
Đã mua rất nhiều lần nhưng lần này thật sự tệ. Đặt đơn từ 16/8 đến 24/8 mới nhận đc hàng. Nhắn cho shop thì tin tự động k giải quyết đc vấn đề gì. Đặt 4 lon giao đến 1 lon 1 bị móp như ảnh. Dịch vụ lần này quá tệ rate 1⭐️,1,1
Chất lượng sản phẩm:sửa quậy không tan đóng cặn  2 hộp trước mua ở siêu thị cũng pha theo tỉ lệ như vậy nhưng rất ngon còn hộp này mua ở shop cũng pha y như vậy nhưng không tan,1,1
Giao hàng khá nhanh đóng gói tạm ổn có đổi tên sp đi. Bao khá mỏng. Sẽ mua tiếp vào lần sau,5,0
Kính quá tệ khung tự dán để làm màu nói cho sang chứ lệt là chuyện bình thường  Shop nói “ kính không lẹm đâu “ kíhh lẹm như thường Phần chống bụi loa cũng chỉ để làm màu Kính này không chống xước vân tay gì đâu thà mua máy cái 200k dùng về lâu về dài chứ mấy con này mua dùng thấy gớm,1,1
"Mịn:mịn Kiểm soát dầu:ok  Cầm nặng tayyy, đc tặng thêm chì kẻ mày, săn sale giá rẻ lắm",5,0
Chất lượng sản phẩm:tạm Đối tượng sử dụng:ebe Mùi hương:khá thơm nhưng kh lưu hương lâu  Giao hàng nhanh chóng đóng gói kĩ shop nhiệt tình nhưng lưu hương kh lâu tầm 30p - 1 tiếng (kh bt do m sử dụng hay như nào nhưng cứ mua mà trải nghiệm thoai ) mùi khá ổn thui,4,0
"Thật sự! Mình đã mua loại bông tẩy trang này rất nhiều lần, nhưng lần đầu tiên “bị” trải nghiệm tệ đến vậy! Không 1 hộp nào còn lành lặn khi được vận chuyển! đựng 6 hộp bông tẩy trang chỉ đựng trong 1 cái túi bóng ???",1,1
"Hình ảnh chỉ mang tính chất nhận xu, sản phẩm tốt, chất lượng thì sau một thời gian nữa mới biết được",5,0
"Tuýp to, chính hãng, mùi cũng thơm dịu, nên mua nha mọi ngườiii",5,0
"Để hình sp v nà, mà giao về k hề có quà nhắn tin hỏi thì trả lời như k luôn. Gì mà quà này áp dụng cho sp khác, ủa v để trong sp này chi tr. Cách xử lý thắc mắc của KH xứng đáng đc 1 sao🫶",1,1
"sản phẩm tốt giá thành cũng tốt, hàng chính hãng nên rất yên tâm khi mua hàng của shop",5,0
"Hương thơm:thơm nhẹ  Thất vọng, hàng sắp hết hạn!",2,1
"Quá thất vọng đây là lần thứ 2 r,vỡ hôi chua lòm hỏng 2 bịch gọi shipper không thấy bắt máy,quá tệ🤬",1,1
"Chiếc áo này thật sự khiến mình phải dừng lại nhìn thêm vài lần vì đẹp quá mức cho phép. Tông màu tinh tế kết hợp với chất vải mịn màng tạo cảm giác vừa nhẹ nhàng vừa sang, nhìn vào là thấy ngay sự chỉn chu và gu thẩm mỹ rất riêng. Form áo lên dáng cực chuẩn, ôm vừa đủ để tôn dáng nhưng vẫn giữ được sự thoải mái, đúng kiểu “mặc vào là thấy tự tin hơn hẳn”.",5,0
"không kiềm dầu, chất đặc, bết dính, dùng xong nổi mụn ẩn.",2,1
Tính trả hàng rồi đó . Bể nắp rồi còn lm j dk nữa,1,1
"Hương vị:không dùng được Chất lượng:khoong  Sữa mua và nhận hàng 7/12. Hôm nay bỏ ra dùng thì hộp sữa phình to, mở hộp sữa mở nắp ra không có nắp phụ ở trong, sữa vón cục và có mùi , không dùng được",1,1
Chưa sd bao giờ. Ngkhac giới thiệu link shop này mua về dùng thử. Nhận hàng về khui thì như ảnh.,2,1
"Bao bì/Mẫu mã:như hình Hương vị:ngon  Mình cũng hay mua sữa này cho nhà uống. Cơ mà mua xong đúng kiểu hên xui. Hên thì k sao mà xu thì đúng bị bục ntn. Xong kiểu vỡ cả thì trả hàng còn đỡ, chứ mà vỡ một vài bịch rỉ ntn đúng mang bực vào người. Vì phải mang bịch lành đi rửa. Sữa dính vào nó bị hôi ấy. Ngoài ra còn phải lau cả nhà 🤣🤣 Mà đấy là mình còn ở Hà Nội. Chứ ship tỉnh xa thì chắc xui hơn. Mà đặc biệt k nên chọn hoả tốc, tưởng nhanh mà phải 2 ngày mới giao 🥲",1,1
Sữa của hãng lớn hẳn hỏi mà đóng gói gửi đi cho khách hộp như này.  Lần trước thì bung cái nắp bạc ra rồi shop quấn băng keo lại mình đã bỏ qua rồi.  Lần này thật sự rất bực mình. Nhắn cho shop thì nhận được câu trả lời là do Shopee đóng gói. Ko có thiện chí giải quyết vấn đề. Thật sự rất bực mình.,1,1
Sửa bị khưi giờ  trã lại  khó khăn  Gọi ĐT 0902421086 Số trên ko dc Khóa máy Tư vấn  lèn èn  Ko bao giơ  mua lần sau nữa .Mọi người  cẩn thận,1,1
2 lần nhận hàng sản phẩm điều mốp hay do mua giá ưu đãi nên khách hàng phải chịu mốp Quá sức tưởng tượng!,1,1
gàu ngứa(trc đây k bi) khô tóc k kiểm soát dầu dùng dc 1 tuần rồi,1,1
Không tặng kèm quà tặng cho khách. Trong khi mình mua hai sp,1,1
bình thấy cx ok nhưng mà gập cái túi nhăn hết luôn thế kia thì ai mà dám mang đi tặng cho được,1,1
Nhận hàng không biết bịt nào bể mà nó Thúi chịu không nổi quá là thấy vọng,1,1
"Mua trên live shopee xử lí được giá quá ngon luôn. Sữa đặc ngon nha, pha cà phê tuyệt vời",5,0
"Hãng này mình mua cho ck dùng nhiều rồi nên ko có vấn đề gì cả, giá cả cũng ok sau khi ap mgg, thanks shop",5,0
Chất lượng sản phẩm:tốt Đối tượng sử dụng:trẻ em Mùi hương:dịu nhẹ  Giao hàng nhanh.đóg gói sản phẩm chắc chắn.chốg sốc.hạn sử dụg 3 năm.nên mua,4,0
"Chưa bao giờ mua hàng mà cảm thấy bức xúc và thất vọng đến vậy. Chờ hàng rất lâu , hàng mình đã thanh toán qua shoppe pay, không hề nhận được bất kỳ cuộc gọi nào của shipped , vậy mà tự báo trong hệ thống là không thể liên hệ người nhận, hôm sau thấy hệ thống hiển thị là đã hoàn trả hàng cho người gửi, đinh ninh là hàng hồi về thì tiền cũng sẽ được hoàn trả, ai ngờ sau báo câu đã ship thành công cho mình. Đúng là nực cười 🤣 ship hàng làm ăn bố láo, shop cũng không hề hỗ trợ khách hàng, lần đầu mua hàng cũng là lần cuối cùng, tiền hàng nhỏ, nhưng mất thời gian và  sự tin tưởng của khách hàng. Tiền mất tật mang, hàng cũng không có, quá tệ !",1,1
"Bao bì/Mẫu mã:ok Hương vị:khá thơm, bé nhà mình thích uống. lười chụp ảnh quá, đóng gói ok nhé",5,0
Sản phẩm tốt và chất lượng mình khá hài lòng về sản phẩm này cho shop 5 sao,5,0
"Chất lượng sản phẩm:ok Độ tuổi sử dụng:mọi lứa tuổi  Kem dưỡng chai vàng này thơm và dưỡng ẩm tốt! Nch là dùng cho bé da mềm ẩm, thơm nữa! Ok lắm nha!",5,0
Hương thơm:bth  Lúc đặt thấy rõ to chữ 1+1 vậy mà nhận hàng k thấy .nt shop nói phải làm thêm bước này bước kia mới có quà.vậy sao k để thêm chữ làm đủ bước mới có quà chữ to như chữ 1+1 đi.bực mình ghê,1,1
"Da mình là da nhạy cảm, từ trước đến nay dùng loại dưỡng thể nào cũng bị dị ứng. May quá, dùng loại này ổn. Thoa lên dịu mát, thẩm thấu ngay, k nhờn rít. 10₫ nha shop",5,0
"Vận chuyển móp hết hộp, đã thế lại ko đồng nhất với app, giao hàng trước cả khi thông báo, ko hài lòng 1 chút nào",1,1
"Hàng chất lượng kém, mùi nhân tạo đậm mùi. Phục vụ quá kém, hỏi k trả lời. Giả mạo",1,1
"Giao hàng lộn màu, mua tím mà đóng gói hồng",2,1
Đặt sữa bầu mà đi giao sữa cho trẻ từ 0-6 tháng là sao vậy shop? Lần sau đóng hàng xem cho kỹ nhé! Làm kiểu này người mua ko vui.,2,1
Shop mall mà đóng hàng ko chấp nhận đc. Ko bọc gói gì. Vỏ thì bẩn. Mà tđn gửi từ kho S Retail. Như kiểu hàng hoàn của nơi khác gom về.,1,1
Sữa chất lượng k tốt!,1,1
"Lợi ích:làm sạch da Kinh nghiệm sử dụng:okela, cảm giác sạch và đỡ mụn nha Làm đẹp:mụn  Giao hàng nhanh okela nhaaa",5,0
"Hộp giấy thì k có tem niêm phong, hộp còn móp. Mở nắp hộp ra kem tràn ra???? K nỡ cho nổi 1 cái nắp nhựa chắn lớp kem. Mà 1 hộp kem giá cũng k rẻ gì. Quá tệ",1,1
"Shop giao nhanh, đóng gói rất ok, mua 2 chai kcn đc tặng 2 chai tẩy trang 👍",5,0
"Chưa thấy đẹp như quảng cáo, chưa thấy lên chuẩn màu. Rất khô môi và còn bí môi do chất kem đặc",2,1
"Đặt thùng 48 bịch, giao thùng 24 bịch. Đặt thùng sữa hương dâu, giao thùng sữa trắng?????",1,1
"Chất liệu mềm mại, thoáng mát, rất thoải mái, màu sắc tươi sáng, tôn da",5,0
Hộp móp méo đóng gói k cẩn thận,2,1
"Chất lượng sản phẩm:chưa sd Bao bì/Mẫu mã:móp méo Độ tuổi sử dụng:2 -6  Tháng nào cũng mua, nhưng lần này nhận hàng bao bì vỏ hộp đều móp méo mặc dù có chống sốc nhiều lớp. Nhìn y như hàng giả. Có nhắn shop nhưng k thấy phản hồi. Cân nhắc sẽ k mua lần sau",1,1
"Ko mong đợi gì ở 1 sp giá rẻ, chất lượng đúng như giá tiền chứ ko phải như mô tả, công suất ghi 2800w, mô tả số vòng quay các thứ mạnh lắm mà yếu như cái philips 2200w ở nhà. Nhựa tái chế nhìn ọp ẹp ko chắc, cấn móp từ khi khui hộp, sợ nhất nguy cơ cháy nổ.",2,1
Màu sắc:dden Chất liệu:ok Đúng với mô tả:dung  Mình đặt 2 đôi cho nam mà shop lại cho cả hai gói sticker toàn của nữ nên k dùng được ạ. Nhưng đc cái săn trên live với app mã nên rẻ ạ. Sẽ đặt thêm 2 đôi nữa nếu có mã giảm giá tiếp ạ.,5,0
"Mẹo:good Hương thơm:nice Bao bì:good  giao hàng nhanh chóng, đóng gói kỹ càng cẩn thận, mình dùng đây là lọ thứ hai, chất lượng tốt, có hiệu quả trên da mình",5,0
"Kem ủ rất mượt tóc lười có thể thay thế dầu xả, hũ to dùng rất lâu",5,0
Bé nhà mình rất thích uống. Mình đã mua nhiều lần. Mọi người nên mua nha,5,0
Chất liệu:ok Màu sắc:ok Đúng với mô tả:ok  M đã mua l2 nên k cần phải đánh giá,5,0
Kính dầy hơn đt dư nữa,1,1
☹️☹️☹️Khá thất vọng hộp kem không có seal niêm phong gì hết chả biết là đã bị mở hộp xài hay chưa.,1,1
Công dụng:rửa Mùi hương:thơm  ok lần đầu tiên sử dụng.mình mua cho ck.sài dc 1 time rồi thấy cũng thơm dịu nhẹ.sẽ ủng hộ lâu dài,5,0
Bao bì/Mẫu mã:màu xanh dương Hương vị:thơm mát  Sữa Vinamilk ít ngọt thanh mát  phù hợp cho mọi lứa tuổi. Mua trên shoppee được giá siêu hời . Sẽ tiếp tục ủng hộ khi sủng dụng hết,5,0
"Bao bì:đẹp Mẹo:không có Lợi ích:gội  shop giao hàng nhanh như một cơn gió, giải đáp các phản hồi của khách rất nhiệt tình. Mua được giá rẻ nhưng dùng rất thích, tiện lợi . Cảm ơn shop nhiều. Hình ảnh, các thông số chỉ mang tính chất nhận xu",5,0
"Kinh nghiệm sử dụng:thoa body Làm đẹp:seeding cho nhiều vào , nếu có âm sao âm sao luôn nhé, dùng thì vón cục, tưởng người bẩn b nhiều ghét , nhiều như da chết , mẹ tổ sư dùng như cc, ngứa, nổi mẩn",1,1
"Mùi hương:ko mùi Công dụng:cạo râu tốt  Cạo sạch râu, ko đau, chất lượng ổn, cho shop 5 sao",5,0
"Bao bì:đóng gói sơ sài, cẩu thả  Thật sự nhìn sản phẩm như hàng fake dù mua ở shop chính hãng, ngay cả hộp cũng không có, tem thì dán lệch. Mình thấy như hàng sample tại nắp và kể cả khi mở nắp ra bên trong rất bụi bẩn này là mình còn phủi đi rồi. Đáy lọ cứ lổm chổm như kiểu hàng đã dùng. Không nghĩ shop lớn lại làm ăn như này luôn",1,1
"Giao hàng nhanh, shop đóng gói chắc chắn, chất lượng sản phẩm tốt, shop phục vụ rất tốt. Hình ảnh mang tính chất nhận xu",5,0
Hương vị:thom ngon Giữ màu:hat gion ngon Đa dạng:co 4 loai dau va hat,5,0
"Hương vị:socola Bao bì/Mẫu mã:như mô tả  Ngon nè, giá rẻ hơn mua bên ngoài, ming con uống sẽ cao lớn hơn",5,0
"Mua 2 chai thì có quấn băng keo chai kỹ còn 1 chai quấn sơ như không, thùng đóng lỏng lẻo. Đầu vòi không bít kín để đổ hết nửa chai.",1,1
"Giao hành nhanh, giá hợp lý. Sản phẩm đẹp. Ship thân thiện. Ủng hộ lần sau",5,0
"Mua loại này giao loại kia, tới 2 lần… nt shop thì chả hỗ trợ dc gì… thật thất vọng Chắc chắn ko mua thêm bất cứ thứ gì . Quá bức xúc",1,1
"Quài luôn , làm ăn đúng chán . Không biết bao nhiêu lần giao sữa mốp méo luôn rồi đó",1,1
Hương thơm:chưa dùng Mẹo:khong biết chia sẻ sao Bao bì:đóng gói cẩn thận  Chưa dùng ko biết nhận xét sao . Đóng gói cx ổn áp á,5,0
"Công dụng:làm sạch  Đã mua mấy lần ở shop rồi sản phẩm ưng ý, làm sạch tốt. Mới thử mùi Classic nên giờ mới thử hai mùi này xem sao.",5,0
Đối tượng sử dụng:Mọi Lứa Tuổi Điều Có Thể Sử Dụng Chất lượng sản phẩm:Rất Tốt Mùi hương:Rất Thơm Và Dễ Chịu  Lần Đầu sử dụng mà thấy mùi rất dễ chịu nhất là Sữa Dưỡng Ẩm mùi rất thơm là dễ chịu và thơm rất dai… Mọi người nên dùng ạ.,5,0
"Hương vị:thom ngon Bao bì/Mẫu mã:dep  Sản phẩm tốt, dùng ăn vặt rất thích. Giao hàng nhanh. Chuẩn món ăn vặt yêu thích.",5,0
"Đã dùng và thấy rất mềm mượt, tuy nhiên độ bóng thì không phải như salon được, chất thấm nhanh vào tóc ko hề gây bết dính khó chịu",5,0
"Quá thất vọng, ko có lớp chống sốc nào. May ko bị bung nắp. Nhận hàng méo mó.",1,1
"Hương thơm:bth Làm đẹp:hhtd  Dạ rồi, da e đang bth, mua về thử là eo ôi da em hhtd mà còn bị bông tróc da luôn mà. Mong nhãn hàng thấy và chỉnh sửa cthuc vì e là 1 fan của simple chứ ko có ghét đâu tr ơi🥰🥰🥰🥰",2,1
Thiếu quà tặng. Mua chủ yếu lấy quà mak k có,1,1
"Hình ảnh chỉ mang tính chất nhận xu..... giao hàng nhanh, đóng gói cẩn thận. sản phẩm như mô tả 🍄🍄🍄🍄",5,0
"Sản phẩm chất lượng tốt, đóng gói cẩn thận. Thời gian giao hàng nhanh chóng, không phải chờ đợi quá lâu.",5,0
"Sp ko có gì để complain nhưng 1 sao vì team ecom 1 sao lần nào cũng đưa ctkm cũng lừa người tiêu dùng, lúc nào ảnh cũng 2 quà nhưng đặt chỉ cho chọn 1 quà. 1 lần có thể là sơ suất nhưng 3-4 tháng nay toàn bị lỗi sai kho, sai quà thì cố ý rồi. 1 sao team ecom xứng đáng",1,1
Sao có hinh kèm quà tặng ma ko thấy shop gửi nhỉ 🥺🥺,1,1
"Rửa sạch, có khả năng loại bỏ tế bào chết. Mn chà nhẹ nhàng thui nhé.  Dùng lâu lâu thay cái mới cho an toàn vệ sinh ạ",5,0
Sản phẩm chất lượng tốt và shop đóng gói rất cẩn thậnnnnnnnnn,5,0
"Chất lượng sản phẩm:kém  Thật sự quá thất vọng khi nhận hàng, dầu gội chảy be bét, đóng gói sơ sài. Cứ nghĩ shopee mall là uy tín, phục vụ chậm trễ, kém, sẽ ko bao giờ có lần thứ 2. Xác định mua hàng shopee là rủi ro.",1,1
"Shop đóng gói kỹ, giao hàng nhanh hơn dự kiến. Sản phẩm đúng mô tả, chưa sử dụng lâu nên chưa đánh giá được độ bền/hiệu quả. Nếu dùng ổn sẽ quay lại ủng hộ.",5,0
Sữa uống ngon shop đóng gói kĩ giao nhanh san pham chinh hang. Mua được giá rẻ trên live có 240k hơn. Dong sữa quen thuộc từ xưa tới nay. Ơ ngoài tiệm giá cao hơn. Hình ảnh nhân xu.,5,0
Chất lượng sản phẩm:tốt Bao bì/Mẫu mã:đôph Độ tuổi sử dụng:dài,5,0
Làm đẹp:lm sạch da Hương thơm:thơm Mẹo:kết hợp cùng bông tẩy trang lm sạch da  Okkkkkkk lắm nha😻,5,0
"Bao bì/Mẫu mã:moi Hương vị:it duong  mua rất nhiều lần của shop rồi, lần nào cũng okie hết nha, date mới, giao nhanh, săn đc mã thì giá rẻ hơn siêu thị nhiều",5,0
Bao bì:oke Kinh nghiệm sử dụng:oke Làm đẹp:oke  Oke,5,0
"trước giờ mua cho con xài cũng được 4 năm rồi,lần đầu mua trúng hàng giống như hàng giả.thiếu tem nhãn,nhãn bị mờ so vs hàng thật.không biết là shop đặt loại chất lượng kém hay giả nhưng mùi thì ko thơm như chai thật m đã mua ở con cưng và siêu thị.shop bảo hãng thay đổi tem nhãn,m vô trang của hãng thì ko có thay đổi nào hết.mọi người mua cho con mình xài nên cân nhắc so sánh kỹ hãy mua",1,1
Lợi ích:dau goi Mẹo:m Bao bì:mua thì 840g nhưng shop giao 600g. Mjk lười trả lại shop nên cũng đành để nhận. Không ưng tý nào cả.,1,1
Rất là khó chịu bực mình khi bóc hàng. Đơn hàng nhận được bóp méo vỏ hộp sữa. 3 hộp thì 2 hộp 2 méo. Việc méo hộp sữa rất lo sợ đến việc ảnh hưởng chất lượng sữa bên trong Đóng góp có chống sôc nhưng quấy qua loa. Mua 3 hộp k hề rẻ mà ẩu thực sự,1,1
Sản phẩm cứng ngắc .k có tính bảo vệ máy khi va đập.còn làn trầy máy,1,1
"Chất lượng sản phẩm:tốt  Nc giặt thơm lâu, sạch đồ, canh sale mãi mới đc giá tốt, quá là ưng",5,0
Thắc mắc không phản hồi,1,1
Thấy có ghi mua 1 tặng 1 thêm hàng tặng mà giao ko thấy. Nếu hết hàng tặng thì đừng có đưa hình lên . Tệ,2,1
"Cái mùi nó cứ nồng như mùi cồn, xài lên da bị ngứa nhẹ r bị rát nữa, nó cứ rát cả ngày",1,1
Mùi thơm:ok Giải pháp làm sạch:tot Độ đậm đặc:oke  Shop giao hàng nhanh chóng chat luong snar pham tot oke shipeer giao hang nhanh,5,0
"Kinh nghiệm sử dụng:10-15p, 2-3l/tuan  Troi oi mới xài có 3-4lần mà da căng bóng láng mịn hẳn, tất nhiên mình có kết hợp cùng với những loại mp khác nha",5,0
Chất lượng sản phẩm:tốt  Thơm lắm nha mọi người .mùi hương dễ chịu ko gắt quá .giao hàng nhanh chóng nên mua,5,0
"Lần này ok rồi, trc shop giao hộp rỉ sét, date gần 2025. Giao hàng rỉ sét cho khách, t muốn đổi lại hộp rỉ sét, date ngắn, sag hoipj mới, mà shop k chịu, sao lại bắt tôi mua loại đó, các người k lấy loại cận date cho con các người uống đi",1,1
Đóng gói kiểu gì đây haizzz,1,1
"Hàng dễ vỡ mà giao cỡ đó đó, bể sữa đổ ra tùm lum Giao hàng vừa lâu vừa ko chất lượng",1,1
"Đóng gói hàng ọp ẹp móp hết sp bên trong, 1 miếng chống sốc cũng không có",2,1
Chx sài nhưng giao hàng có che tên và hog hài lòng ng giao khi hỏi và bt sản phẩm,2,1
"Bao bì:đẹp mắt  Gói cẩn thận đúng màu,giá hợp lí,có cái đầu rời kia thì lắp vào hơi khó xíu",5,0
igói hàng quá kém cỏi. để miếng giấy gói hàng cho có chứ ko bao bọc lại cây son. hộp méo mó hư hại tới trong.  mall lớn làm ăn cẩu thả. cây son củng đâu có rẻ đâu. quấn bao chống sốc rồi dán băng kẹo lại củng ko mất nhiều thời gian nữa. không tôn trọng khách hàng,1,1
Mùi hương:thúi  Gửi hàng bể và không hỗ trợ đổi trả hàng. A/c nào đang muốn mua thì ghé shop khác đi nhé. Lần đầu tiên mua hàng mà phải đánh giá 1*. Nếu có 0* thì cũng đánh rồi.,1,1
Làm đẹp:ok Lợi ích:ok Hương thơm:ok  Xài thấy giữ ẩm ok còn mấy cái khác thì không có khác  biệt gì lắm,5,0
Shop ghi được tặng quà bất kỳ mà không tặng cho khách. Sản phẩm thì đã mua nhiều lần,1,1
quảng cáo mua 1 tặng 1 thực tế nhận dc 1 sảm phẩm chai 600ml đóng gói sơ sài,1,1
"Giao hàng rất nhanh, đóng gói cẩn thận nhưng quảng cáo có hàng tặng mà không thấy tặng !!!",2,1
"Mình cho con dùng sữa này 3 năm rồi, nhưng nay nhận đc đơn hàng thất vọng vì hộp sữa móp méo, đợt này hàng giả nhiều mình sợ quá. Khui pha cho con uống như có bụi đen. Mình cũng cẩn thận mỗi lần dùng hết hộp là đập cho móp hết mới bỏ thùng rác. Nay nhận lại bị móp hộp lo quá các mom ạ .",1,1
Hàng chất lượng tốt. Giá cả hợp lý. Giao hàng nhanh. Sẽ ủng hộ lần sau.,5,0
Lúc đặt đơn mình thấy có ghi quà tặng mà khi nhận lại ko thấy có.,1,1
Mua về mo 1 chai ra đã thấy 1 vòi bị gãy sẵn mà mối gãy còn ko đúng khớp mới gãy mà kiểu sản phẩm gãy xong rồi bỏ 1 cái vòi khác vào. Rất là khó chịu. Mà quá lười để trả hàng .,1,1
"Quảng cáo to đùng là mua 1 tặng 1 nhưng nhận hàng thì ko có quà đâu, hỏi nhân viên thì nhân viên giải thích cho có, điều kiện có quà thì để mờ tịt như lừa người mua, chưa giải quyết thỏa đáng cho khách hàng chỉ nhận lỗi qua qua xong dừng trò chuyện, ko bằng các bên cá nhân họ bán, họ còn gửi bù cho khách, ko muốn mua lại từ bên này  nữa",1,1
"Làm đẹp:ok Kiểm soát dầu:chua dung  Hàng có dấu hiện bị mở lắp trước rồi, nắp còn bị xước nhiều",1,1
"Chất lượng:tốt Thiết kế:đẹp  Hộp cũng đẹp, khá oke. Có thể đem đi tặng người thân, bạn bè",5,0
"giao hàng quá lâu , như mua hàng quốc tế , hàng đến tay khách bể vỡ,  khó hiểu thật sự",1,1
Shop giao hàng nhanh đúng hàng đủ số lượng shipper thân thiện nhiệt tình mình xài loại này thì thấy giảm rụng nhưng giàu thì vẫn còn 1 chút sẽ quay lại ủng hộ shop và những lần sau,5,0
giao thiếu 6 bịch khăn ướt nên là trước khi mọi người nhận hàng thì mọi người nhớ quay clip lại nhen,1,1
Chất lượng:ok Độ dịu nhẹ:thơm  Shop đóng hàng rất là tệ khi mình nhận hàng phải dọn dẹp lại nước giặt chảy tùm lum rất là bực mình.,2,1
"siêu lành tính, dịu nhẹ cho mọi làn da, dưỡng ẩm tốt cho cả người lớn lẫn trẻ con lun, ước gì shop có size to hơn ạ",5,0
"Hương thơm:chưa biết  Nhận đúng sản phẩm quảng cáo, thể loại,dùng sẽ biết có hiểu không.nhưng bao bì đẹp.shop uy tín",2,1
